Country,Section,Detail
Philippines,Meeting and Greeting,"Men and women shake hands with everyone present at a business 
              meeting or social occasion and when saying ""goodbye."" Handshakes 
              should be friendly and informal, but limp. Men should wait for 
              women to extend their hand."
Philippines,Body Language,"If Filipinos don't understand a question, they open their 
              mouths. Raised eyebrows signify recognition and agreement."
Philippines,Body Language,"Laughter may convey pleasure or embarrassment; it is commonly 
              used to relieve tension."
Philippines,Body Language,"""Yes"" is signified by a jerk of the head upward. ""No"" is 
              signified by a jerk of the head down. Since the Filipinos rarely 
              say no, the non-verbal sign for ""no"" is sometimes accompanied by a 
              verbal yes, which would still indicate ""no."""
Philippines,Body Language,"Staring is considered rude and could be misinterpreted as a 
              challenge, but Filipinos may stare or even touch foreigners, 
              especially in areas where foreigners are rarely seen."
Philippines,Body Language,"To Filipinos, standing with your hands on your hips means you 
              are angry."
Philippines,Body Language,"Never curl your index finger back and forth (to beckon). This 
              is an insult."
Philippines,Body Language,"To indicate two of something, raise your ring and pinkie 
              fingers."
Philippines,Body Language,"To beckon, extend arm, palm down, moving fingers in scratching 
              motion. Touch someone's elbow lightly to attract attention. Do not 
              tap on the shoulder."
Philippines,Body Language,"""Eyebrow flash"" -- a quick lifting of eyebrows -- is a 
              Filipino greeting."
Philippines,Corporate Culture,"Filipinos are relaxed about time. Meetings and appointments 
              often begin late. Foreigners are supposed to be on time."
Philippines,Corporate Culture,"A personal introduction by a mutual friend or business 
              associate makes business arrangements much smoother."
Philippines,Corporate Culture,"Establishing a personal relationship is important to the 
              success of a business relationship. Trust and loyalty are central 
              to developing relationships. Insincerity is easily detected and 
              can ruin the relationship."
Philippines,Corporate Culture,"Filipinos often have a ""take it or leave it"" attitude when it 
              comes to selling prices. They may also may place less stress on 
              the absolute selling price and place more emphasis on percentages, 
              unit cost or rounded figures."
Philippines,Corporate Culture,"Casual conversation may precede business discussions during 
              meetings."
Philippines,Corporate Culture,"Negotiations and business deals move slowly. A third-party 
              go-between may be a good idea to relieve tension or give 
              criticism. Do not allow meetings to go too long. Filipinos love to 
              eat and their enthusiasm wanes when they are hungry."
Philippines,Corporate Culture,"Communication is indirect, truth is diplomatically presented, 
              manner is gentle, and the perception of the recipient is 
              considered in all communications. All communication should be 
              courteous, regardless of its content. The Filipino attempt to 
              please may result in many unfinished projects."
Philippines,Corporate Culture,"Filipinos find it difficult to say ""no,"" disagree, reject or 
              be confrontational, especially when a superior is involved. Expect 
              an ambiguous or indirect answer -- not to deceive, but rather to 
              please and avoid confrontation."
Philippines,Corporate Culture,"Face-to-face meetings are preferred. Written communications 
              might not be answered. Communication by mail or telephone is 
              unreliable at best."
Philippines,Corporate Culture,"Small bribes are occasionally used to cut through 
              bureaucracies. This is illegal, but done quietly and often. 
              Participate with caution."
Philippines,Dining and Entertainment,"Most business entertaining is done in restaurants or clubs, 
              preferably a good restaurant in an international hotel. During 
              business entertaining, you may be asked to sing. Try to join in."
Philippines,Dining and Entertainment,"A dinner invitation to counterparts and their spouses is 
              appreciated before you leave the country. Don't bring your spouse 
              to a business lunch. Lunches are generally for business 
              discussions."
Philippines,Dining and Entertainment,"Filipinos may view a dinner/party invitation as just a passing 
              thought. They may answer ""yes,"" but not take an invitation 
              seriously. Phone to re-invite and remind. An R.S.V.P. may not be 
              answered. It must be reiterated to be taken seriously. Don't 
              accept an invitation unless repeated at least three times."
Philippines,Dining and Entertainment,"People who have not been invited may turn up at dinner. They 
              should be included graciously."
Philippines,Dining and Entertainment,"Punctuality is appreciated but not demanded when attending 
              social affairs."
Philippines,Dining and Entertainment,Getting drunk is considered greedy and rude.
Philippines,Dining and Entertainment,"Toasts are common in the Philippines, especially at business 
              meetings. Usually the host or lead of the visiting party initiates 
              a toast."
Philippines,Dining and Entertainment,"It is polite to decline the first offer of seating, food, 
              drink, etc. Accept the second offer."
Philippines,Dining and Entertainment,Keep your hands above the table during dinner.
Philippines,Dining and Entertainment,"Leave a small amount of food on your plate when you are 
              finished eating. When finished eating, place your fork and spoon 
              on your plate."
Philippines,Dining and Entertainment,The person who invites pays the bill.
Philippines,Dress,"Filipinos are some of the smartest dressers in Asia. Dress 
              well for most occasions."
Philippines,Dress,Men should wear a jacket and tie for initial meetings.
Philippines,Dress,"Women should wear western dresses, skirts and blouses."
Philippines,Gifts,"Gifts are not expected, but are appreciated. You may want to 
              bring a small gift to your first meeting."
Philippines,Gifts,"Gifts are not opened in the giver's presence. Thank the giver 
              and set it aside."
Philippines,Helpful Hints,"Speak softly and control your emotions in public. Make 
              requests, not demands."
Philippines,Helpful Hints,"Don't be offended by personal questions. These are asked to 
              show interest. Feel free to ask the same questions in return, 
              especially about family."
Philippines,Helpful Hints,Verbal assault is a crime for which you can be charged.
Philippines,Helpful Hints,"Never bring shame to a person. This reflects on his family. 
              Personal goals are sacrificed for the good of the family."
Philippines,Helpful Hints,"Never directly criticize anyone, especially in public. Never 
              offer insincere comments or compliments."
Philippines,Especially for Women,"Foreign women will have little problem doing business in the 
              Philippines."
Philippines,Especially for Women,"Men may make comments about women walking on the street. These 
              should be ignored."
Philippines,Especially for Women,"A foreign woman should not pay a bill for a Filipino 
              businessman. It would embarrass him and might harm the business 
              relationship."
Philippines,Especially for Women,
Philippines,Especially for Women,
Philippines,Especially for Women,^Back to Top
Portugal,Meeting and Greeting,"Shake hands with everyone present--men, women and children--at 
              a business or social meeting. Shake hands again when leaving."
Portugal,Meeting and Greeting,"When meeting friends, men embrace and pat one another on the 
              back, and women kiss both cheeks."
Portugal,Body Language,"Portuguese do not use a lot of body gestures. Do not be overly 
              demonstrative with hand gestures or body language."
Portugal,Body Language,"Beckon someone with the palm of your hand down and fingers or 
              whole hand waving (as patting someone on the head)."
Portugal,Body Language,Never point with your finger.
Portugal,Corporate Culture,"Portuguese do not take punctuality for business meetings 
              particularly seriously, but expect that you will be on time. Call 
              with an explanation if you are delayed. Be prepared for your 
              Portuguese counterparts to be 15-30 minutes late."
Portugal,Corporate Culture,"While many younger managers speak English, it is appreciated 
              if you have correspondence translated into Portuguese."
Portugal,Corporate Culture,Plan on hiring an interpreter for business meetings.
Portugal,Corporate Culture,"Meetings are for briefing or discussion. Decisions may take 
              several meetings. Do not expect clear, decisive results. The aim 
              is not to find a common ground, but to strongly express one's 
              point of view."
Portugal,Corporate Culture,"If agreement/support is required at a meeting, you should 
              lobby participants privately beforehand."
Portugal,Dining and Entertainment,"Food is served family style. The guest of honor serves 
              him/herself first and passes dishes around the table."
Portugal,Dining and Entertainment,Fish is eaten with a special knife and fork.
Portugal,Dining and Entertainment,"To signify that you would like more food, place you fork 
              diagonal from the left and your knife straight down to form a 
              triangular position. When finished eating, place knife and fork 
              (tines up) side by side on your plate at the 5:25 position."
Portugal,Dining and Entertainment,"It is polite to leave some food on your plate when finished 
              eating."
Portugal,Dining and Entertainment,"Dinner with business colleagues is a social event. Do not 
              discuss business at dinner unless your host initiates."
Portugal,Dining and Entertainment,"When offered a drink by a business colleague (coffee, soda, 
              alcohol), accept."
Portugal,Dining and Entertainment,Allow your host to open the door when it is time to leave.
Portugal,Dress,"Dress is conservative. Women usually wear dresses, and male 
              dressing is based primarily around a jacket and tie."
Portugal,Dress,"There is little difference in dress between work and social 
              life."
Portugal,Dress,"For business, men should wear suits and ties or sports coats 
              and ties. Women should wear dresses, suits or pantsuits."
Portugal,Gifts,"When invited to someone's house, always bring a small gift for 
              the hostess. Flowers for the hostess and table wine for the host 
              are recommended gifts. Giveexpensivechocolate andexpensiveflowers (not chrysanthemums)."
Portugal,Gifts,Gifts are opened immediately upon receiving them.
Portugal,Gifts,A return invitation to the hostess is appreciated.
Portugal,Gifts,"Gifts are normally not exchanged at business meetings, but 
              small gifts may be appropriate at the successful conclusion of 
              negotiations."
Portugal,Gifts,"It is more common to send small Christmas gifts to customers. 
              Give pens, crystal, ashtrays, diaries or any gift which might be 
              related to the business itself."
Portugal,Helpful Hints,"Portugal is not part of Spain, and the people are not Spanish, 
              nor are they in any way similar to the Spanish in culture. They do 
              not speak Spanish or Brazilian."
Portugal,Helpful Hints,Keep a relaxed attitude about time.
Portugal,Especially for Women,Foreign business women are treated fairly and with respect.
Portugal,Especially for Women,"Traditionally, conservative attitudes have prevailed towards 
              women, but there is a strong movement towards Portuguese women 
              being involved in business."
Portugal,Especially for Women,"Going to a bar alone is frowned upon. It may call unwelcome 
              attention."
Portugal,Especially for Women,"It is better for a foreign woman to invite a Portuguese man to 
              a business lunch rather than dinner. If you invite a man to 
              dinner, it is better to ask if he would like to bring his wife."
Portugal,Especially for Women,"The charm of Portuguese men will not allow a woman to pay for 
              a lunch or dinner. It is acceptable to try."
Portugal,Especially for Women,
Portugal,Especially for Women,
Portugal,Especially for Women,^Back to Top
Russia,Meeting and Greeting,"Initial greetings may come across as cool. Do not expect 
              friendly smiles."
Russia,Meeting and Greeting,"A handshake is always appropriate (but not obligatory) when 
              greeting or leaving, regardless of the relationship. Remove your 
              gloves before shaking hands. Don't shake hands over a threshold 
              (Russian folk belief holds that this action will lead to an 
              argument)."
Russia,Body Language,"Russians are a very demonstrative people, and public physical 
              contact is common. Hugs, backslapping, kisses on the cheeks and 
              other expansive gestures are common among friends or acquaintances 
              and between members of the same sex."
Russia,Body Language,Russians stand close when talking.
Russia,Body Language,"Putting your thumb through your index and middle fingers or 
              making the ""OK"" sign are considered very rude gestures in Russia."
Russia,Corporate Culture,"Russians appreciate punctuality. Business meetings generally 
              begin on time."
Russia,Corporate Culture,"Under Communism there were no incentives for bureaucrats to 
              perform well or to even be pleasant toward clients; this meant 
              that the usual answer to any question was ""No."" This practice is 
              still found in Russian society today, but ""No"" is usually not the 
              final word on an issue. One has to bargain and be persistent to 
              get what he or she wants."
Russia,Corporate Culture,"Business cards are handed out liberally in Russia and are 
              always exchanged at business meetings. The ceremony of presenting 
              and receiving business cards is important. Don't treat it lightly."
Russia,Corporate Culture,"Representatives of the Russian company or government body are 
              usually seated on one side of a table at meetings with guests on 
              the other side."
Russia,Corporate Culture,"Your company should be represented by a specialized team of 
              experts. Presentations should be thoroughly prepared, detailed, 
              factual and short on ""salesmanship."""
Russia,Corporate Culture,"Russians usually negotiate technical issues very competently, 
              directly and clearly but, being newcomers to capitalism, often do 
              not fully understand Western business practices and objectives. 
              You may have to explain the reasoning behind some of your demands."
Russia,Corporate Culture,"Russians find it difficult to admit mistakes, especially 
              publicly. They also find it difficult to risk offending someone by 
              making requests or assertions."
Russia,Corporate Culture,"Trying to do business in Russia over the telephone is 
              generally ineffective. The Russian telecommunications system is 
              inadequate, but improving quickly. The telex is widely used."
Russia,Corporate Culture,"Personal relationships play a crucial role in Russian 
              business."
Russia,Corporate Culture,"Business negotiations in Russia are lengthy and may test your 
              patience. Plan to be in for the long haul."
Russia,Corporate Culture,No agreement is final until a contract has been signed.
Russia,Dining and Entertainment,"When dining in a restaurant, arrive on time."
Russia,Dining and Entertainment,"Russians are great hosts and love entertaining guests in their 
              homes. They will often put more food on the table than can be 
              eaten to indicate there is an abundance of food (whether there is 
              or not). Guests who leave food on their plates honor their host. 
              It means they have eaten well."
Russia,Dining and Entertainment,"If you're invited for dinner, don't make other plans for later 
              in the evening. You are expected to spend time socializing after 
              the meal."
Russia,Dining and Entertainment,"An invitation to a Russian dacha (country home) is a great 
              honor."
Russia,Dining and Entertainment,"Do not turn down offers of food or drink. Given Russian 
              hospitality, this can be difficult, but to decline such offers is 
              considered rude."
Russia,Dining and Entertainment,"At formal functions, guests do not usually start eating until 
              the host has begun. At such functions, no one should leave until 
              the guest of honor has left. If you are the guest of honor, do not 
              stay too late."
Russia,Dining and Entertainment,"Know your limits when drinking alcohol in Russia. Drinking is 
              often an all-or-nothing affair -- moderation is not understood."
Russia,Dining and Entertainment,"Toasts, which are sometimes lengthy and occasionally humorous, 
              are common. The host starts and the guests reply. Do not drink 
              until the first toast has been offered."
Russia,Dining and Entertainment,"After a toast, most Russians like to clink their glasses 
              together. Do not do so if you are drinking something 
              non-alcoholic."
Russia,Dress,"A ""serious"" businessperson is expected to look formal and 
              conservative. Wearing very light or bright colors might make you 
              appear lazy or unreliable to a Russian."
Russia,Dress,"Men should wear suits and ties. Women should wear suits and 
              dresses or pantsuits."
Russia,Gifts,"A small business gift is always appropriate, but its value 
              should correspond to the rank of the Russian businessperson with 
              whom you are meeting."
Russia,Gifts,"As a general rule, do not give items that are now easily 
              obtainable in Russia."
Russia,Gifts,"Bring a gift for the hostess when visiting a Russian home. A 
              small gift for a Russian child is always appropriate (and 
              appreciated)."
Russia,Helpful Hints,"Russians are very proud of their culture and enjoy 
              opportunities to talk about their music, art, literature and 
              dance. Knowledge about art, music and some Russian history is 
              appreciated."
Russia,Helpful Hints,"Learn Russian! Learning the language is of incalculable value, 
              and is the best way to win friends for yourself, your company and 
              your country. If that simply isn't possible, try to learn at least 
              a few phrases in Russian. It doesn't have to be perfect; Russians 
              greatly appreciate any attempt by foreigners to speak their 
              language."
Russia,Helpful Hints,"Never refer to a Russian as ""Comrade."""
Russia,Helpful Hints,"Do not expect to find smoke-free areas anywhere. A standard 
              joke among foreign businesspeople in Russia is that Russian 
              buildings have two sections: ""smoking"" and ""chain-smoking."""
Russia,Especially for Women,"Women are initially regarded with skepticism and may have to 
              prove themselves. Before you visit, have a mutually respected 
              colleague send a letter introducing you. Your business cards 
              should clearly state your title and academic degree. If you 
              establish your position and ability immediately, you will 
              encounter far fewer problems."
Russia,Especially for Women,"Be feminine. Allow men to open doors, light cigarettes, etc. 
              Even if you think such customs are antiquated or silly, respect 
              the cultural background of your Russian colleagues."
Russia,Especially for Women,"Foreign businesswomen can use their femininity to their 
              advantage. For fear of not appearing a gentleman, many Russian 
              businessmen may allow foreign businesswomen to get away with some 
              things (requests for meetings, favors, etc.) that foreign 
              businessmen aren't allowed."
Russia,Especially for Women,"A woman can invite a Russian businessman to lunch and pay the 
              bill, although it might be interpreted by some men as an 
              invitation to flirt."
Russia,Especially for Women,
Russia,Especially for Women,
Russia,Especially for Women,^Back to Top
Singapore,Meeting and Greeting,"Shake hands with everyone present at a business meeting or 
              social occasion. Shake hands again when leaving. Your handshake 
              should be firm."
Singapore,Meeting and Greeting,"Singaporeans may bow slightly as they shake your hand. Many 
              Westerners are generally taller than Singaporeans, so it would be 
              polite to give a small bow. A slight bow for Chinese or older 
              people is polite."
Singapore,Body Language,"Never touch a person's or child's head. The head is considered 
              sacred."
Singapore,Body Language,"The foot is considered the lowest part of the body, and is 
              thought to be unclean. The foot should never be used to point at 
              someone, and you should never show the bottom of your feet. 
              Tapping your foot or fidgeting your legs denotes feebleness and 
              lack of interest. When crossing your legs, do so only by placing 
              one knee over the other."
Singapore,Body Language,"Raise your hand to get someone's attention. Never signal or 
              point at a person with the forefinger. Do not pound your first on 
              an open palm; this is obscene. The forearm jerk is a rude gesture."
Singapore,Corporate Culture,"Westerners are expected to be punctual for social occasions 
              and business meetings. Call if you are delayed. Tardiness is 
              viewed as a sign of disrespect."
Singapore,Corporate Culture,"Business cards are exchanged upon being introduced. Exchange 
              business cards with both hands after you are introduced."
Singapore,Corporate Culture,"The government finances many of the large corporations in 
              Singapore. This bureaucratic system is known for its high 
              efficiency and corruption-free business style. Western-style 
              management is evident in large firms managed by Singaporeans."
Singapore,Corporate Culture,"Personal contacts are important in business. It takes several 
              years to develop business relationships. Take time to know people 
              before discussing business."
Singapore,Corporate Culture,"Singaporeans tend to get right down to business in meetings. 
              Singaporeans are fast-paced and can make decisions quickly."
Singapore,Corporate Culture,"You are expected to deliver reports, correspondence, packages, 
              etc. when promised."
Singapore,Corporate Culture,"Always talk straight and get right to the point with 
              Singaporeans. You can be direct when dealing with issues of money."
Singapore,Dining and Entertainment,"Dinner is the most common form of business entertainment, but 
              it is a time to socialize and build relationships rather than 
              discuss business. Don't be surprised if business dinners are 
              scheduled for every night of the week. Most entertainment is done 
              in restaurants."
Singapore,Dining and Entertainment,"Food is usually put on the table with all dishes served at 
              once and to be shared by all. Drinks and appetizers are uncommon, 
              though they are available in Western restaurants."
Singapore,Dining and Entertainment,Allow the host to order all the dishes.
Singapore,Dining and Entertainment,"Chinese may offer a banquet. A Westerner should always 
              reciprocate with a banquet of equal value before departing."
Singapore,Dining and Entertainment,"Chinese use chopsticks for most food and porcelain spoons for 
              the liquid part of soup. Western style utensils are used, but are 
              not as common as chopsticks."
Singapore,Dining and Entertainment,"Allow a Chinese host to invite you to start your meal and 
              begin eating before you start to eat."
Singapore,Dining and Entertainment,"When finished with your meal, place chopsticks on the 
              chopstick rest (setting them on your plate means you are not 
              finished)."
Singapore,Dining and Entertainment,"Be on time for dinner in a Malay home. The dinner is usually 
              served immediately with no drinks or appetizers beforehand."
Singapore,Dining and Entertainment,"Indians always wash their hands before and after a meal. In a 
              Malay home, you will be given a small bowl of water and a towel. 
              Use the water to wash your hands."
Singapore,Dining and Entertainment,"Malays and Indians use a spoon along with their hands to eat, 
              but never use your left hand to eat (unclean). If given a spoon 
              and fork, hold the spoon in your right hand and use your fork 
              (left hand) to push food onto the spoon."
Singapore,Dining and Entertainment,"Never let the serving spoon touch your plate and never share 
              your leftovers. Indians believe that anything that touches 
              someone's plate is tainted."
Singapore,Dining and Entertainment,"It is impolite to refuse initial offers of food or drink. To 
              refuse seconds, place your hand above your plate and say, ""No, 
              thank you."" When finished, place your spoon and fork together on 
              your plate. If they are not placed together, you will be offered 
              more food."
Singapore,Dining and Entertainment,"After a meal with Indians, expect to stay for approximately 
              one hour of conversation."
Singapore,Dress,"Due to different ethnic groups and the modern character of 
              Singaporeans, there are many different attires acceptable. Dress 
              is normally very casual. Western clothing is most common."
Singapore,Dress,"For business, men should wear white shirts, tie and slacks. 
              Jackets are usually not required."
Singapore,Dress,"Women should wear blouses with sleeves and skirts or 
              pantsuits."
Singapore,Gifts,Each ethnic group shares different gift giving traditions.
Singapore,Gifts,Business gifts are generally not exchanged.
Singapore,Gifts,"Use both hands to give someone a gift. A gift given to a guest 
              or the host is not opened in the presence of the giver."
Singapore,Gifts,"Be careful of the gift being misinterpreted as a bribe, even a 
              small gift. Never give a government official a gift, which might 
              be considered a bribe."
Singapore,Gifts,Always bring the hosts a gift when invited to someone's home.
Singapore,Helpful Hints,"Singapore has strict regulations which carry stiff fines, 
              possible jail sentences or even death. You should never do the 
              following: jaywalk; smoke in public or in air-conditioned 
              buildings (except country clubs); enter the country with drugs; 
              litter, or import, manufacture, sell or use chewing gum."
Singapore,Helpful Hints,Avoid public displays of affection.
Singapore,Helpful Hints,"Do not show anger or emotions or raise your voice. Remain 
              disciplined and in control."
Singapore,Helpful Hints,Avoid discussing religion or politics.
Singapore,Helpful Hints,"Avoid jokes until you know someone well. Few jokes will be 
              understood or appreciated."
Singapore,Especially for Women,"Western women may confront a small bias when doing business in 
              Singapore. Being taller than Singaporeans may be advantageous to 
              women."
Singapore,Especially for Women,"Singapore has an official policy against discrimination of 
              women, and Singaporean women are gaining a wider acceptance in 
              business."
Singapore,Especially for Women,
Singapore,Especially for Women,
Singapore,Especially for Women,^Back to Top
South Korea,Meeting and Greeting,"The bow is the traditional Korean greeting, although it is 
              often accompanied by a handshake among men. To show respect when 
              shaking hands, support your right forearm with your left hand."
South Korea,Meeting and Greeting,"Korean women usually nod slightly and will not shake hands 
              with Western men. Western women may offer their hand to a Korean 
              man."
South Korea,Meeting and Greeting,"Bow when departing. Younger people wave (move their arm from 
              side to side)."
South Korea,Names and Titles,"It is considered very impolite to address a Korean with his or 
              her given name. Address Koreans using appropriate professional 
              titles until specifically invited by your host or colleagues to 
              use their given names."
South Korea,Names and Titles,"Americans should address a Korean with Mr., Mrs., Miss + 
              family name; however, never address a high-ranking person or 
              superior in this manner."
South Korea,Names and Titles,"Korean names are the opposite of Western names with the family 
              name first, followed by the two-part given name. The first of the 
              two given names is shared by everyone of the same generation in 
              the family, and the second is the individual's given name. 
              Example: Lee (Family) + Dong (Shared Given) + Sung (Given). Dong 
              Sung is the individual's given name. Address him as Mr. Lee or Lee 
              Sonsaengnim (which means ""teacher"")."
South Korea,Body Language,"Koreans consider it a personal violation to be touched by 
              someone who is not a relative or close friend. Avoid touching, 
              patting or back slapping a Korean."
South Korea,Body Language,"Direct eye contact between junior and senior businesspeople 
              should be avoided. This is seen as impolite or even as a 
              challenge."
South Korea,Body Language,"Do not cross your legs or stretch your legs out straight in 
              front of you. Keep your feet on the floor, never on a desk or 
              chair."
South Korea,Body Language,"Always pass and receive objects with your right hand 
              (supported by the left hand at the wrist or forearm) or with two 
              hands."
South Korea,Body Language,"To beckon someone, extend your arm, palm down, and move your 
              fingers in a scratching motion. Never point with your index 
              finger."
South Korea,Corporate Culture,"Koreans expect Westerners to be punctual for social occasions 
              and business meetings. Call if you will be delayed. However, you 
              may be kept waiting up to a half hour. This is not a sign of 
              disrespect, but reflects the pressure of time on Korean 
              executives."
South Korea,Corporate Culture,"Professionals meeting for the first time usually exchange 
              business cards. Present your card and receive your colleague's 
              card with both hands."
South Korea,Corporate Culture,"Building trust and relationships is vital to establishing a 
              successful business relationship. This requires patience. Koreans 
              prefer to do business with people they know."
South Korea,Corporate Culture,"The first meeting is to establish trust, so business should 
              not be discussed. Be formal in meetings until the Korean 
              delegation loosens up."
South Korea,Corporate Culture,"Negotiations are generally long and require several trips. Be 
              prepared for business meetings to go well beyond business hours."
South Korea,Corporate Culture,"Koreans generally start negotiations at an unreasonable 
              position and prepare to compromise. Koreans are tough negotiators 
              and admire a firm, persistent negotiator, but refrain from being 
              too aggressive."
South Korea,Corporate Culture,"A low, deep bow from Koreans at the end of a meeting indicates 
              a successful meeting. A quick, short parting bow could mean 
              dissatisfaction with meetings. Send a meeting review outlining all 
              discussions and agreements to your Korean counterpart after you 
              leave Korea. Make several visits during negotiations and after 
              business is established."
South Korea,Corporate Culture,"""Yes"" is not necessarily “yes.” Koreans avoid saying ""no."" Try 
              to phrase questions in a manner that doesn't require a ""yes"" or 
              ""no"" answer. Example: Instead of saying ""Could we sign the 
              agreement by next Friday?” say ""When is the earliest date that we 
              could expect to sign this agreement?"""
South Korea,Dining and Entertainment,"Sharing a dinner is vital to building friendships that foster 
              trust. Your business success is directly related to your social 
              relationships."
South Korea,Dining and Entertainment,"Do not pour your own drink, but do offer to pour others'. It 
              is common to trade and fill each other's cup. To refuse is an 
              insult. Women pour men's drinks, but never another woman's drink. 
              A woman may pour her own drink. Leave some drink in your glass if 
              you don't want a refill."
South Korea,Dining and Entertainment,"Wherever you see a ""No Tipping"" sign, do not tip. Koreans find 
              tipping offensive, although tipping is now becoming expected in 
              Western hotels."
South Korea,Dining and Entertainment,"Always allow your host to seat you. The seat of honor is the 
              seat looking at the front door. If you are seated in the seat of 
              honor, it is polite to protest slightly."
South Korea,Dining and Entertainment,"Koreans do not like to talk a lot during dinner. Periods of 
              silence are common and appreciated at a dinner. The meal usually 
              comes before socializing at a dinner party."
South Korea,Dining and Entertainment,"It is polite to pass or accept food or drink with your right 
              hand while your left hand supports your forearm/wrist."
South Korea,Dining and Entertainment,"The person who invites pays the bill for everyone. However, it 
              is polite to offer to pay. When two people are dining, usually the 
              younger person pays for the older person."
South Korea,Dining and Entertainment,"Prepare to sing a solo number after dinner, no matter what 
              kind of voice you have. Any song is acceptable, as long as you 
              sing with spirit."
South Korea,Dining and Entertainment,"After dinner, the host may invite his guests to go drinking. 
              Don't refuse this invitation."
South Korea,Dress,"Koreans dress well, and you should dress accordingly to show 
              respect for them. A formal suit and tie is almost always 
              appropriate. Koreans dress up for city activities, especially in 
              Seoul."
South Korea,Dress,"Women dress modestly. Prepare to sit on the floor; avoid 
              straight, tight skirts."
South Korea,Gifts,"Gift giving is very common in Korea. Offer and receive a gift 
              with both hands. Wrapped gifts are never opened in the presence of 
              the giver."
South Korea,Gifts,"Reciprocate with a gift of similar value when receiving a gift 
              from your Korean colleague. Koreans like regional United States 
              gifts and Indian/Western artifacts."
South Korea,Gifts,"Wrap your gift nicely. Bright colors are preferred for 
              wrapping gifts. Yellow and red or green stripes are a traditional 
              Korean wrapping paper design. Avoid wrapping gifts in dark colors 
              or red."
South Korea,Gifts,"Always bring a small gift for the hostess when invited to 
              someone's home. Give: small gift, candy, cakes, cookies, flowers, 
              fruit. Do not give liquor to a woman."
South Korea,Gifts,"It is common to exchange gifts at the first business meeting. 
              Allow the host to present his gift first."
South Korea,Gifts,"Give: liquor (good quality scotch), fruit, desk accessories, 
              small mementos, gifts from France or Italy (which often indicate 
              status)."
South Korea,Gifts,"Do not give: expensive gifts (Koreans will feel obligated to 
              reciprocate with a gift of equal value), knives or scissors (they 
              signify ""cutting off"" a relationship), green headwear, gifts with 
              red writing (denotes death) or gifts in a set of four (denotes 
              death)."
South Korea,Helpful Hints,"Never use words like ""fellow,"" ""guy,"" ""this man"" or ""that 
              man."" This is considered demeaning."
South Korea,Helpful Hints,"Koreans are not Chinese. They are distinct from other Asians 
              in food, language and culture."
South Korea,Helpful Hints,"Expect Koreans to ask personal questions. This is viewed as 
              showing a polite interest in your life."
South Korea,Helpful Hints,"Deny a compliment. Don't say ""thank you."" It is impolite and 
              shows a lack of humility."
South Korea,Helpful Hints,"Never expect Koreans to admit to not knowing an answer when 
              questioned. They may give an incorrect answer or an answer they 
              think you would like to hear to make you feel good or to save 
              face."
South Korea,Helpful Hints,"Don't talk about Koreans or their customs or culture within 
              earshot of a Korean, even if you are saying good things. Do not 
              talk about politics."
South Korea,Especially for Women,"Foreign women may have difficulty doing business in Korea. 
              Although women are becoming more accepted in the Korean 
              businessplace, Korean men generally prefer to negotiate with men."
South Korea,Especially for Women,"Korean women seldom shake hands. A Western woman can offer her 
              hand to a Korean man, but should not to a Korean woman."
South Korea,Especially for Women,"Foreign businesswomen should always act elegant, refined and 
              very ""feminine.” Laughing and loud talking are frowned upon."
South Korea,Especially for Women,"Generally, women wait for Korean men to make the first move."
South Korea,Especially for Women,
South Korea,Especially for Women,
South Korea,Especially for Women,^Back to Top
Spain,Meeting and Greeting,"Shake hands with everyone present--men, women and children--at 
              a business or social meeting. Shake hands again when leaving."
Spain,Meeting and Greeting,"Men may embrace each other when meeting (friends and family 
              only)."
Spain,Meeting and Greeting,Women may kiss each other on the cheek and embrace.
Spain,Body Language,"Never touch, hug or back slap a Spaniard you do not know well, 
              unless a friendly Spaniard touches you first."
Spain,Body Language,"Generally, Spaniards stand very close when talking."
Spain,Body Language,Spaniards speak a lot with their hands. Never mimic them.
Spain,Corporate Culture,"Spaniards do not take punctuality for business meetings 
              seriously, but expect that you will be on time; call with an 
              explanation if you are delayed."
Spain,Corporate Culture,"Spain is not a meeting culture. Meetings are to communicate 
              instructions or to save time."
Spain,Corporate Culture,"Spaniards will want to spend time getting to know you and 
              establishing chemistry before doing business. Personal qualities 
              are valued over technical ability, professionalism or competence."
Spain,Corporate Culture,"Typically, Spanish is the language of business, but most large 
              companies conduct business in English and Spanish. You cannot 
              expect English to be widely spoken. Check ahead to determine if an 
              interpreter is needed."
Spain,Corporate Culture,"Spaniards' lack of trust in institutions produces a constant 
              atmosphere of crisis and emergency."
Spain,Corporate Culture,"Spaniards like making decisions on their own. Do not impose a 
              decision in direct language. It could be humiliating to your 
              associates."
Spain,Corporate Culture,"The organizational chart is social, not functional. The third 
              or fourth level down may be more powerful than those at the top."
Spain,Dining and Entertainment,"It is acceptable and common to be late by 30 minutes in 
              southern Spain and 15 minutes in northern Spain for social 
              meetings. Never be late for a bullfight."
Spain,Dining and Entertainment,"Lunches/dinners are a vital part of business used to establish 
              a relationship, to see if the chemistry is correct and to develop 
              trust."
Spain,Dining and Entertainment,"Attempt to give a toast in Spanish. Be brief when toasting. It 
              is acceptable for women to give toasts."
Spain,Dining and Entertainment,Tip everyone for everything.
Spain,Dining and Entertainment,"No bread and butter plate is used. Bread is set directly on 
              the table. Restaurants generally charge for bread by the piece."
