Country,Section,Detail
Mexico,Corporate Culture,"Meet with top executives first. Top-level Mexican executives 
              may not attend subsequent meetings, which often take place with 
              middle-level management and technical people. Don't feel insulted; 
              this shows that discussions are proceeding positively."
Mexico,Corporate Culture,"Negotiations move slowly. Be patient. For Mexicans, the 
              building of a personal relationship comes before the building of a 
              professional one."
Mexico,Corporate Culture,"Expect approximately ten to fifteen minutes of small talk 
              before getting down to business."
Mexico,Corporate Culture,"If offered something to drink (usually coffee), don't refuse. 
              This would be seen as an insult."
Mexico,Corporate Culture,"Take some time for consideration before agreeing to anything. 
              Quick decisiveness is often seen as hasty."
Mexico,Corporate Culture,"A promise does not mean that your request will be carried out. 
              You should always ask for written confirmation of any agreement or 
              commitment."
Mexico,Corporate Culture,"Management or other important people may sometimes make 
              unreasonable or overly aggressive demands to demonstrate their 
              importance within or to their own group. Be aware of such hidden 
              agendas."
Mexico,Corporate Culture,"Personalize everything. Explain how all proposals will benefit 
              a Mexican's country, community, family and, most important, the 
              Mexican personally."
Mexico,Corporate Culture,"Deal-making almost never occurs over the phone (and rarely by 
              letter). Mexicans prefer to do business in person."
Mexico,Corporate Culture,"Your local contact person or representative is very important 
              and should be chosen very carefully. A low-level representative 
              will be taken as an affront by status-conscious Mexicans, who will 
              assume that you are not really serious."
Mexico,Corporate Culture,"The status of your hotel accommodations, the quality of your 
              clothes and watch, and whether or not you arrive in a chauffeured 
              limousine or in a taxi, etc. will be critically appraised by your 
              Mexican counterparts."
Mexico,Corporate Culture,"Be persistent! Don't give up if you don't receive a response 
              to your phone calls or letters right away or if your meetings are 
              continually postponed or canceled. If you give up, your Mexican 
              counterparts might assume that you weren't serious in the first 
              place."
Mexico,Corporate Culture,Dining and Entertainment
Mexico,Corporate Culture,"Business entertainment is very important and it is during 
              these events that personal relationships should be developed."
Mexico,Corporate Culture,Always keep both hands above the table.
Mexico,Corporate Culture,"Don't leave the table immediately after you are finished 
              eating."
Mexico,Corporate Culture,"Drinking to excess is frowned upon in Mexico, especially when 
              it's done by women. Customarily, only men propose toasts; foreign 
              women normally shouldn't offer toasts."
Mexico,Corporate Culture,"Don’t show up on time for a social engagement -- you will be 
              the only one who does, and will most likely be waiting for a very 
              long time (possibly hours)."
Mexico,Corporate Culture,"To reciprocate, invite your Mexican counterparts to dinner at 
              a nice restaurant (French or Italian are your best bets). Pay in 
              advance to avoid arguments about the bill."
Mexico,Corporate Culture,"Businesspeople are often invited to visit the home of their 
              Mexican counterparts. On your first visit to a Mexican home, it is 
              best to wear business attire unless specifically told otherwise."
Mexico,Corporate Culture,Dress
Mexico,Corporate Culture,"Men should always wear a shirt and tie, except at casual 
              affairs. Both men and women should dress conservatively. 
              Recommended colors are navy and dark gray."
Mexico,Corporate Culture,Women should always wear make-up.
Mexico,Corporate Culture,Gifts
Mexico,Corporate Culture,"While gift giving is not always a necessity when doing 
              business in Mexico, gifts are much appreciated. Suggested initial 
              gifts include non-personal items with your corporate logo."
Mexico,Corporate Culture,"Flowers should always be given when visiting a Mexican home. 
              It's OK to have them sent beforehand, or to bring them with you. 
              If you have them sent, make sure that they arrive before you do."
Mexico,Corporate Culture,Helpful Hints
Mexico,Corporate Culture,"Any attempt to speak Spanish is appreciated by your Mexican 
              counterparts and is seen as a gesture of goodwill. Demonstrating 
              knowledge and appreciation of Mexican culture wins friends."
Mexico,Corporate Culture,"Mexicans are very proud of their independence and have a very 
              strong sense of national identity and pride. Never compare the way 
              things are done in Mexico with the way they are done in the United 
              States."
Mexico,Corporate Culture,"Deadlines are often little more than (very) general target 
              dates."
Mexico,Corporate Culture,"Note differences in class and status in Mexico, for such 
              differences are important."
Mexico,Corporate Culture,"Little things count. Not saying good-bye, for example, may 
              well offend and adversely affect your relationship to a much 
              greater extent than it would in the United States."
Mexico,Corporate Culture,Especially for Women
Mexico,Corporate Culture,"Women should prepare for some difficulty when doing business 
              in Mexico. Because some Mexican businessmen you encounter may not 
              have had many dealings with women in positions of authority, you 
              should demonstrate your competence, skill and authority."
Mexico,Corporate Culture,"Talk and behavior considered sexist and inappropriate in the 
              United States may well have to be endured in Mexico."
Mexico,Corporate Culture,"Mexican men, business colleagues included, will pay foreign 
              businesswomen many compliments and may even be flirtatious. 
              Graciously accept such banter -- it is usually done with the 
              utmost respect -- while firmly reminding your male Mexican 
              counterparts that you are a businesswoman."
Mexico,Corporate Culture,"Foreign businesswomen should not invite Mexican businessmen to 
              dinner unless their spouses also come along. If invited out to 
              dinner or to socialize by a male Mexican colleague, a 
              businesswoman should make it clear that no opportunity for romance 
              exists. Appearances are important."
Mexico,Dining and Entertainment,"Business entertainment is very important and it is during 
              these events that personal relationships should be developed."
Mexico,Dining and Entertainment,Always keep both hands above the table.
Mexico,Dining and Entertainment,"Don't leave the table immediately after you are finished 
              eating."
Mexico,Dining and Entertainment,"Drinking to excess is frowned upon in Mexico, especially when 
              it's done by women. Customarily, only men propose toasts; foreign 
              women normally shouldn't offer toasts."
Mexico,Dining and Entertainment,"Don’t show up on time for a social engagement -- you will be 
              the only one who does, and will most likely be waiting for a very 
              long time (possibly hours)."
Mexico,Dining and Entertainment,"To reciprocate, invite your Mexican counterparts to dinner at 
              a nice restaurant (French or Italian are your best bets). Pay in 
              advance to avoid arguments about the bill."
Mexico,Dining and Entertainment,"Businesspeople are often invited to visit the home of their 
              Mexican counterparts. On your first visit to a Mexican home, it is 
              best to wear business attire unless specifically told otherwise."
Mexico,Dining and Entertainment,Dress
Mexico,Dining and Entertainment,"Men should always wear a shirt and tie, except at casual 
              affairs. Both men and women should dress conservatively. 
              Recommended colors are navy and dark gray."
Mexico,Dining and Entertainment,Women should always wear make-up.
Mexico,Dining and Entertainment,Gifts
Mexico,Dining and Entertainment,"While gift giving is not always a necessity when doing 
              business in Mexico, gifts are much appreciated. Suggested initial 
              gifts include non-personal items with your corporate logo."
Mexico,Dining and Entertainment,"Flowers should always be given when visiting a Mexican home. 
              It's OK to have them sent beforehand, or to bring them with you. 
              If you have them sent, make sure that they arrive before you do."
Mexico,Dining and Entertainment,Helpful Hints
Mexico,Dining and Entertainment,"Any attempt to speak Spanish is appreciated by your Mexican 
              counterparts and is seen as a gesture of goodwill. Demonstrating 
              knowledge and appreciation of Mexican culture wins friends."
Mexico,Dining and Entertainment,"Mexicans are very proud of their independence and have a very 
              strong sense of national identity and pride. Never compare the way 
              things are done in Mexico with the way they are done in the United 
              States."
Mexico,Dining and Entertainment,"Deadlines are often little more than (very) general target 
              dates."
Mexico,Dining and Entertainment,"Note differences in class and status in Mexico, for such 
              differences are important."
Mexico,Dining and Entertainment,"Little things count. Not saying good-bye, for example, may 
              well offend and adversely affect your relationship to a much 
              greater extent than it would in the United States."
Mexico,Dining and Entertainment,Especially for Women
Mexico,Dining and Entertainment,"Women should prepare for some difficulty when doing business 
              in Mexico. Because some Mexican businessmen you encounter may not 
              have had many dealings with women in positions of authority, you 
              should demonstrate your competence, skill and authority."
Mexico,Dining and Entertainment,"Talk and behavior considered sexist and inappropriate in the 
              United States may well have to be endured in Mexico."
Mexico,Dining and Entertainment,"Mexican men, business colleagues included, will pay foreign 
              businesswomen many compliments and may even be flirtatious. 
              Graciously accept such banter -- it is usually done with the 
              utmost respect -- while firmly reminding your male Mexican 
              counterparts that you are a businesswoman."
Mexico,Dining and Entertainment,"Foreign businesswomen should not invite Mexican businessmen to 
              dinner unless their spouses also come along. If invited out to 
              dinner or to socialize by a male Mexican colleague, a 
              businesswoman should make it clear that no opportunity for romance 
              exists. Appearances are important."
Mexico,Dress,"Men should always wear a shirt and tie, except at casual 
              affairs. Both men and women should dress conservatively. 
              Recommended colors are navy and dark gray."
Mexico,Dress,Women should always wear make-up.
Mexico,Dress,Gifts
Mexico,Dress,"While gift giving is not always a necessity when doing 
              business in Mexico, gifts are much appreciated. Suggested initial 
              gifts include non-personal items with your corporate logo."
Mexico,Dress,"Flowers should always be given when visiting a Mexican home. 
              It's OK to have them sent beforehand, or to bring them with you. 
              If you have them sent, make sure that they arrive before you do."
Mexico,Dress,Helpful Hints
Mexico,Dress,"Any attempt to speak Spanish is appreciated by your Mexican 
              counterparts and is seen as a gesture of goodwill. Demonstrating 
              knowledge and appreciation of Mexican culture wins friends."
Mexico,Dress,"Mexicans are very proud of their independence and have a very 
              strong sense of national identity and pride. Never compare the way 
              things are done in Mexico with the way they are done in the United 
              States."
Mexico,Dress,"Deadlines are often little more than (very) general target 
              dates."
Mexico,Dress,"Note differences in class and status in Mexico, for such 
              differences are important."
Mexico,Dress,"Little things count. Not saying good-bye, for example, may 
              well offend and adversely affect your relationship to a much 
              greater extent than it would in the United States."
Mexico,Dress,Especially for Women
Mexico,Dress,"Women should prepare for some difficulty when doing business 
              in Mexico. Because some Mexican businessmen you encounter may not 
              have had many dealings with women in positions of authority, you 
              should demonstrate your competence, skill and authority."
Mexico,Dress,"Talk and behavior considered sexist and inappropriate in the 
              United States may well have to be endured in Mexico."
Mexico,Dress,"Mexican men, business colleagues included, will pay foreign 
              businesswomen many compliments and may even be flirtatious. 
              Graciously accept such banter -- it is usually done with the 
              utmost respect -- while firmly reminding your male Mexican 
              counterparts that you are a businesswoman."
Mexico,Dress,"Foreign businesswomen should not invite Mexican businessmen to 
              dinner unless their spouses also come along. If invited out to 
              dinner or to socialize by a male Mexican colleague, a 
              businesswoman should make it clear that no opportunity for romance 
              exists. Appearances are important."
Mexico,Gifts,"While gift giving is not always a necessity when doing 
              business in Mexico, gifts are much appreciated. Suggested initial 
              gifts include non-personal items with your corporate logo."
Mexico,Gifts,"Flowers should always be given when visiting a Mexican home. 
              It's OK to have them sent beforehand, or to bring them with you. 
              If you have them sent, make sure that they arrive before you do."
Mexico,Gifts,Helpful Hints
Mexico,Gifts,"Any attempt to speak Spanish is appreciated by your Mexican 
              counterparts and is seen as a gesture of goodwill. Demonstrating 
              knowledge and appreciation of Mexican culture wins friends."
Mexico,Gifts,"Mexicans are very proud of their independence and have a very 
              strong sense of national identity and pride. Never compare the way 
              things are done in Mexico with the way they are done in the United 
              States."
Mexico,Gifts,"Deadlines are often little more than (very) general target 
              dates."
Mexico,Gifts,"Note differences in class and status in Mexico, for such 
              differences are important."
Mexico,Gifts,"Little things count. Not saying good-bye, for example, may 
              well offend and adversely affect your relationship to a much 
              greater extent than it would in the United States."
Mexico,Gifts,Especially for Women
Mexico,Gifts,"Women should prepare for some difficulty when doing business 
              in Mexico. Because some Mexican businessmen you encounter may not 
              have had many dealings with women in positions of authority, you 
              should demonstrate your competence, skill and authority."
Mexico,Gifts,"Talk and behavior considered sexist and inappropriate in the 
              United States may well have to be endured in Mexico."
Mexico,Gifts,"Mexican men, business colleagues included, will pay foreign 
              businesswomen many compliments and may even be flirtatious. 
              Graciously accept such banter -- it is usually done with the 
              utmost respect -- while firmly reminding your male Mexican 
              counterparts that you are a businesswoman."
Mexico,Gifts,"Foreign businesswomen should not invite Mexican businessmen to 
              dinner unless their spouses also come along. If invited out to 
              dinner or to socialize by a male Mexican colleague, a 
              businesswoman should make it clear that no opportunity for romance 
              exists. Appearances are important."
Mexico,Helpful Hints,"Any attempt to speak Spanish is appreciated by your Mexican 
              counterparts and is seen as a gesture of goodwill. Demonstrating 
              knowledge and appreciation of Mexican culture wins friends."
Mexico,Helpful Hints,"Mexicans are very proud of their independence and have a very 
              strong sense of national identity and pride. Never compare the way 
              things are done in Mexico with the way they are done in the United 
              States."
Mexico,Helpful Hints,"Deadlines are often little more than (very) general target 
              dates."
Mexico,Helpful Hints,"Note differences in class and status in Mexico, for such 
              differences are important."
Mexico,Helpful Hints,"Little things count. Not saying good-bye, for example, may 
              well offend and adversely affect your relationship to a much 
              greater extent than it would in the United States."
Mexico,Helpful Hints,Especially for Women
Mexico,Helpful Hints,"Women should prepare for some difficulty when doing business 
              in Mexico. Because some Mexican businessmen you encounter may not 
              have had many dealings with women in positions of authority, you 
              should demonstrate your competence, skill and authority."
Mexico,Helpful Hints,"Talk and behavior considered sexist and inappropriate in the 
              United States may well have to be endured in Mexico."
Mexico,Helpful Hints,"Mexican men, business colleagues included, will pay foreign 
              businesswomen many compliments and may even be flirtatious. 
              Graciously accept such banter -- it is usually done with the 
              utmost respect -- while firmly reminding your male Mexican 
              counterparts that you are a businesswoman."
Mexico,Helpful Hints,"Foreign businesswomen should not invite Mexican businessmen to 
              dinner unless their spouses also come along. If invited out to 
              dinner or to socialize by a male Mexican colleague, a 
              businesswoman should make it clear that no opportunity for romance 
              exists. Appearances are important."
Mexico,Especially for Women,"Women should prepare for some difficulty when doing business 
              in Mexico. Because some Mexican businessmen you encounter may not 
              have had many dealings with women in positions of authority, you 
              should demonstrate your competence, skill and authority."
Mexico,Especially for Women,"Talk and behavior considered sexist and inappropriate in the 
              United States may well have to be endured in Mexico."
Mexico,Especially for Women,"Mexican men, business colleagues included, will pay foreign 
              businesswomen many compliments and may even be flirtatious. 
              Graciously accept such banter -- it is usually done with the 
              utmost respect -- while firmly reminding your male Mexican 
              counterparts that you are a businesswoman."
Mexico,Especially for Women,"Foreign businesswomen should not invite Mexican businessmen to 
              dinner unless their spouses also come along. If invited out to 
              dinner or to socialize by a male Mexican colleague, a 
              businesswoman should make it clear that no opportunity for romance 
              exists. Appearances are important."
Netherlands,The People,"The Dutch society is egalitarian and modern. The people are 
            modest, tolerant, independent, self-reliant, and entrepreneurial. 
            They value education, hard work, ambition and ability. The Dutch 
            have an aversion to the nonessential. Ostentatious behavior is to be 
            avoided. Accumulating money is fine, but spending money is 
            considered something of a vice. A high style is considered wasteful 
            and suspect. The Dutch are very proud of their cultural heritage, 
            rich history in art and music and involvement in international 
            affairs."
Netherlands,The People,Meeting and Greeting
Netherlands,The People,"Shake hands with everyone present -- men, women, and children 
              -- at business and social meetings. Shake hands again when 
              leaving. Introduce yourself if no one is present to introduce you. 
              The Dutch consider it rude not to identify yourself."
Netherlands,The People,"The Dutch will shake hands and say their last name, not 
              ""Hello."" They also answer the telephone with their last name."
Netherlands,The People,"It is considered impolite to shout a greeting. Wave if 
              greeting someone from a distance."
Netherlands,The People,Body Language
Netherlands,The People,"The Dutch are reserved and don't touch in public or display 
              anger or extreme exuberance."
Netherlands,The People,"The Dutch value privacy and seldom speak to strangers. It is 
              more likely that they will wait for you to make the first move. 
              Don't be afraid to do so."
Netherlands,The People,The Dutch expect eye contact while speaking with someone.
Netherlands,The People,"Moving your index finger around your ear means you have a 
              telephone call, not ""you're crazy."" The crazy sign is to tap the 
              center of your forehead with your index finger. This gesture is 
              very rude."
Netherlands,The People,Corporate Culture
Netherlands,The People,"The Dutch take punctuality for business meetings very 
              seriously and expect that you will do likewise; call with an 
              explanation if you are delayed."
Netherlands,The People,"Lateness, missed appointments, postponements, changing the 
              time of an appointment or a late delivery deteriorates trust and 
              can ruin relationships."
Netherlands,The People,"Exchange business cards during or after conversation. No set 
              ritual exists. Business cards in English are acceptable."
Netherlands,The People,"The Dutch are extremely adept at dealing with foreigners. They 
              are the most experienced and most successful traders in Europe."
Netherlands,The People,"The Dutch tend to get right down to business. Business 
              negotiations proceed at a rapid pace."
Netherlands,The People,"Presentations should be practical, factual and never sloppy."
Netherlands,The People,"An individual's cooperation and trust are valued over 
              performance. One-upmanship is frowned upon."
Netherlands,The People,"The Dutch tend to be direct, giving straight ""yes"" and ""no"" 
              answers."
Netherlands,The People,"The Dutch are conservative and forceful and can be stubborn 
              and tough negotiators. They are willing to innovate or experiment, 
              but with minimal risk."
Netherlands,The People,"Companies are frugal and careful with money. Business is 
              profit-oriented with the bottom line being very important. 
              However, the Dutch are not obsessed with numbers."
Netherlands,The People,"Strategy is cautious and pragmatic, usually involving 
              step-by-step plans. Preparations are made to improvise the plan, 
              if needed. Strategy is clear and communicated to all levels."
Netherlands,The People,"In many companies the decision-making process is slow and 
              ponderous, involving wide consultation. Consensus is vital. The 
              Dutch will keep talking until all parties agree."
Netherlands,The People,"Once decisions are made, implementation is fast and efficient."
Netherlands,The People,"In the Netherlands, commitments are taken seriously and are 
              honored. Do not promise anything or make an offer you are not 
              planning to deliver on."
Netherlands,The People,Dining and Entertainment
Netherlands,The People,"To beckon a waiter or waitress, raise your hand, make eye 
              contact, and sayober (waiter) or mevrouw(waitress)."
Netherlands,The People,"It is appropriate to discuss business during lunch. Business 
              breakfasts are not very common."
Netherlands,The People,"Most business entertaining is done in restaurants, but the 
              Dutch do a fair amount of entertaining at home as well."
Netherlands,The People,"The Dutch will make it clear that you are their guest if they 
              intend to pay the bill, otherwise expect to ""go Dutch"" and pay 
              your fair share. No one will be embarrassed at splitting the bill."
Netherlands,The People,"Spouses are often included in a business dinner. Ask if your 
              host expects your spouse included in a business function. Business 
              is not generally discussed if spouses are present."
Netherlands,The People,"Dutch manners are frank -- no-nonsense informality combined 
              with strict adherence to basic etiquette."
Netherlands,The People,"Food does not play the major role in hospitality that it does 
              in many other cultures. It is not considered essential for making 
              someone feel welcome. Do not expect to be served a meal unless the 
              invitation specifically mentions a meal."
Netherlands,The People,"Men should wait until all women are seated before they sit. 
              Allow the hostess to start eating and drinking before you eat."
Netherlands,The People,"Take a small quantity of food to start. A second helping will 
              be offered and it is polite to accept."
Netherlands,The People,"Keep your hands on the table at all times during a meal -- not 
              in your lap. However, take care to keep your elbows off the table."
Netherlands,The People,"Use knife and fork to eat all food including sandwiches, fruit 
              and pizza."
Netherlands,The People,"To signify that you would like more food or that you are not 
              finished, cross your knife and fork in the middle of your plate in 
              an X."
Netherlands,The People,"It is considered rude to leave the table during dinner (even 
              to go to the bathroom)."
Netherlands,The People,"When finished eating, place your knife and fork side by side 
              at the 5:25 position on your plate."
Netherlands,The People,"Parties may go very late. Plan to stay for an hour or so after 
              dinner."
Netherlands,The People,"Do not ask for a tour of your host's home; it is considered 
              impolite."
Netherlands,The People,Dress
Netherlands,The People,"The Dutch prefer fashions that are casual, unpretentious, 
              conservative and subdued."
Netherlands,The People,"A traditional suit and tie is required only in certain circles 
              of business and government."
Netherlands,The People,"When conducting business in the Netherlands, foreign men may 
              wear suits and ties, though sport coats are acceptable. Women 
              should wear suits or dresses."
Netherlands,The People,"Taking off your jacket in an office is acceptable. It means 
              getting down to business. Do not roll up the sleeves of your 
              shirt. When leaving an office, put your jacket back on."
Netherlands,The People,Gifts
Netherlands,The People,"Gifts are generally not given or expected at business 
              meetings."
Netherlands,The People,"Gifts are exchanged in business only once a close, personal 
              relationship has developed."
Netherlands,The People,"The Dutch find any form of ostentation a bit embarrassing. A 
              grand gesture of generosity will only make them uncomfortable. 
              Lavish displays of wealth are considered bad taste."
Netherlands,The People,"Give books, art objects, wine, liquor. Do not give knives."
Netherlands,The People,"When invited to someone's home, bring a small gift for the 
              hostess. Bring children a small gift or candy. Sending flowers 
              before or after the party is also appropriate."
Netherlands,The People,Helpful Hints
Netherlands,The People,"The Dutch avoid superlatives. Compliments are offered 
              sparingly, and to say that something is ""not bad"" is to praise it. 
              A person who never offers criticism is seen as either being 
              simple-minded or failing to tell the truth. A foreigner need not 
              worry too much about saying something the will hurt feelings. The 
              Dutch will argue, but seldom take offense."
Netherlands,The People,Dutch humor is subtle rather than slapstick.
Netherlands,The People,"The Dutch speak directly and use a lot of eye contact. To a 
              foreigner, them may appear abrupt, but it is just their manner of 
              communicating."
Netherlands,The People,"Do not call the Netherlands ""Holland."" Holland is a region 
              within the Netherlands."
Netherlands,The People,"Smoking is prohibited in many areas. Always ask before 
              lighting up."
Netherlands,The People,Stand when a woman enters the room.
Netherlands,The People,Don’t chew gum in public.
Netherlands,The People,Do not discuss money or prices or ask personal questions.
Netherlands,The People,"Keep your hands out of your pockets while talking to someone 
              or shaking hands."
Netherlands,The People,Especially for Women
Netherlands,The People,"The percentage of women who are employed outside the home is 
              one of the lowest in Europe, and those who do work are generally 
              in lower paying jobs."
Netherlands,The People,"Many Dutch women see the struggle for equal opportunities as 
              only just beginning, even though small strides have already been 
              made. Equality of women is a policy priority."
Netherlands,The People,"Foreign women will not have trouble doing business in the 
              Netherlands."
Netherlands,The People,"It is common and acceptable for businesswomen to invite a man 
              to dinner."
Netherlands,The People,"Businesswomen will have no problem paying for a meal in a 
              restaurant."
Netherlands,Meeting and Greeting,"Shake hands with everyone present -- men, women, and children 
              -- at business and social meetings. Shake hands again when 
              leaving. Introduce yourself if no one is present to introduce you. 
              The Dutch consider it rude not to identify yourself."
Netherlands,Meeting and Greeting,"The Dutch will shake hands and say their last name, not 
              ""Hello."" They also answer the telephone with their last name."
Netherlands,Meeting and Greeting,"It is considered impolite to shout a greeting. Wave if 
              greeting someone from a distance."
Netherlands,Meeting and Greeting,Body Language
Netherlands,Meeting and Greeting,"The Dutch are reserved and don't touch in public or display 
              anger or extreme exuberance."
Netherlands,Meeting and Greeting,"The Dutch value privacy and seldom speak to strangers. It is 
              more likely that they will wait for you to make the first move. 
              Don't be afraid to do so."
Netherlands,Meeting and Greeting,The Dutch expect eye contact while speaking with someone.
Netherlands,Meeting and Greeting,"Moving your index finger around your ear means you have a 
              telephone call, not ""you're crazy."" The crazy sign is to tap the 
              center of your forehead with your index finger. This gesture is 
              very rude."
Netherlands,Meeting and Greeting,Corporate Culture
Netherlands,Meeting and Greeting,"The Dutch take punctuality for business meetings very 
              seriously and expect that you will do likewise; call with an 
              explanation if you are delayed."
Netherlands,Meeting and Greeting,"Lateness, missed appointments, postponements, changing the 
              time of an appointment or a late delivery deteriorates trust and 
              can ruin relationships."
Netherlands,Meeting and Greeting,"Exchange business cards during or after conversation. No set 
              ritual exists. Business cards in English are acceptable."
Netherlands,Meeting and Greeting,"The Dutch are extremely adept at dealing with foreigners. They 
              are the most experienced and most successful traders in Europe."
Netherlands,Meeting and Greeting,"The Dutch tend to get right down to business. Business 
              negotiations proceed at a rapid pace."
Netherlands,Meeting and Greeting,"Presentations should be practical, factual and never sloppy."
Netherlands,Meeting and Greeting,"An individual's cooperation and trust are valued over 
              performance. One-upmanship is frowned upon."
Netherlands,Meeting and Greeting,"The Dutch tend to be direct, giving straight ""yes"" and ""no"" 
              answers."
Netherlands,Meeting and Greeting,"The Dutch are conservative and forceful and can be stubborn 
              and tough negotiators. They are willing to innovate or experiment, 
              but with minimal risk."
Netherlands,Meeting and Greeting,"Companies are frugal and careful with money. Business is 
              profit-oriented with the bottom line being very important. 
              However, the Dutch are not obsessed with numbers."
Netherlands,Meeting and Greeting,"Strategy is cautious and pragmatic, usually involving 
              step-by-step plans. Preparations are made to improvise the plan, 
              if needed. Strategy is clear and communicated to all levels."
Netherlands,Meeting and Greeting,"In many companies the decision-making process is slow and 
              ponderous, involving wide consultation. Consensus is vital. The 
              Dutch will keep talking until all parties agree."
Netherlands,Meeting and Greeting,"Once decisions are made, implementation is fast and efficient."
Netherlands,Meeting and Greeting,"In the Netherlands, commitments are taken seriously and are 
              honored. Do not promise anything or make an offer you are not 
              planning to deliver on."
Netherlands,Meeting and Greeting,Dining and Entertainment
Netherlands,Meeting and Greeting,"To beckon a waiter or waitress, raise your hand, make eye 
              contact, and sayober (waiter) or mevrouw(waitress)."
Netherlands,Meeting and Greeting,"It is appropriate to discuss business during lunch. Business 
              breakfasts are not very common."
Netherlands,Meeting and Greeting,"Most business entertaining is done in restaurants, but the 
              Dutch do a fair amount of entertaining at home as well."
Netherlands,Meeting and Greeting,"The Dutch will make it clear that you are their guest if they 
              intend to pay the bill, otherwise expect to ""go Dutch"" and pay 
              your fair share. No one will be embarrassed at splitting the bill."
Netherlands,Meeting and Greeting,"Spouses are often included in a business dinner. Ask if your 
              host expects your spouse included in a business function. Business 
              is not generally discussed if spouses are present."
Netherlands,Meeting and Greeting,"Dutch manners are frank -- no-nonsense informality combined 
              with strict adherence to basic etiquette."
Netherlands,Meeting and Greeting,"Food does not play the major role in hospitality that it does 
              in many other cultures. It is not considered essential for making 
              someone feel welcome. Do not expect to be served a meal unless the 
              invitation specifically mentions a meal."
Netherlands,Meeting and Greeting,"Men should wait until all women are seated before they sit. 
              Allow the hostess to start eating and drinking before you eat."
Netherlands,Meeting and Greeting,"Take a small quantity of food to start. A second helping will 
              be offered and it is polite to accept."
Netherlands,Meeting and Greeting,"Keep your hands on the table at all times during a meal -- not 
              in your lap. However, take care to keep your elbows off the table."
Netherlands,Meeting and Greeting,"Use knife and fork to eat all food including sandwiches, fruit 
              and pizza."
Netherlands,Meeting and Greeting,"To signify that you would like more food or that you are not 
              finished, cross your knife and fork in the middle of your plate in 
              an X."
Netherlands,Meeting and Greeting,"It is considered rude to leave the table during dinner (even 
              to go to the bathroom)."
Netherlands,Meeting and Greeting,"When finished eating, place your knife and fork side by side 
              at the 5:25 position on your plate."
Netherlands,Meeting and Greeting,"Parties may go very late. Plan to stay for an hour or so after 
              dinner."
Netherlands,Meeting and Greeting,"Do not ask for a tour of your host's home; it is considered 
              impolite."
Netherlands,Meeting and Greeting,Dress
Netherlands,Meeting and Greeting,"The Dutch prefer fashions that are casual, unpretentious, 
              conservative and subdued."
Netherlands,Meeting and Greeting,"A traditional suit and tie is required only in certain circles 
              of business and government."
Netherlands,Meeting and Greeting,"When conducting business in the Netherlands, foreign men may 
              wear suits and ties, though sport coats are acceptable. Women 
              should wear suits or dresses."
Netherlands,Meeting and Greeting,"Taking off your jacket in an office is acceptable. It means 
              getting down to business. Do not roll up the sleeves of your 
              shirt. When leaving an office, put your jacket back on."
Netherlands,Meeting and Greeting,Gifts
Netherlands,Meeting and Greeting,"Gifts are generally not given or expected at business 
              meetings."
Netherlands,Meeting and Greeting,"Gifts are exchanged in business only once a close, personal 
              relationship has developed."
Netherlands,Meeting and Greeting,"The Dutch find any form of ostentation a bit embarrassing. A 
              grand gesture of generosity will only make them uncomfortable. 
              Lavish displays of wealth are considered bad taste."
Netherlands,Meeting and Greeting,"Give books, art objects, wine, liquor. Do not give knives."
Netherlands,Meeting and Greeting,"When invited to someone's home, bring a small gift for the 
              hostess. Bring children a small gift or candy. Sending flowers 
              before or after the party is also appropriate."
Netherlands,Meeting and Greeting,Helpful Hints
Netherlands,Meeting and Greeting,"The Dutch avoid superlatives. Compliments are offered 
              sparingly, and to say that something is ""not bad"" is to praise it. 
              A person who never offers criticism is seen as either being 
              simple-minded or failing to tell the truth. A foreigner need not 
              worry too much about saying something the will hurt feelings. The 
              Dutch will argue, but seldom take offense."
Netherlands,Meeting and Greeting,Dutch humor is subtle rather than slapstick.
Netherlands,Meeting and Greeting,"The Dutch speak directly and use a lot of eye contact. To a 
              foreigner, them may appear abrupt, but it is just their manner of 
              communicating."
Netherlands,Meeting and Greeting,"Do not call the Netherlands ""Holland."" Holland is a region 
              within the Netherlands."
Netherlands,Meeting and Greeting,"Smoking is prohibited in many areas. Always ask before 
              lighting up."
Netherlands,Meeting and Greeting,Stand when a woman enters the room.
Netherlands,Meeting and Greeting,Don’t chew gum in public.
Netherlands,Meeting and Greeting,Do not discuss money or prices or ask personal questions.
Netherlands,Meeting and Greeting,"Keep your hands out of your pockets while talking to someone 
              or shaking hands."
Netherlands,Meeting and Greeting,Especially for Women
Netherlands,Meeting and Greeting,"The percentage of women who are employed outside the home is 
              one of the lowest in Europe, and those who do work are generally 
              in lower paying jobs."
Netherlands,Meeting and Greeting,"Many Dutch women see the struggle for equal opportunities as 
              only just beginning, even though small strides have already been 
              made. Equality of women is a policy priority."
Netherlands,Meeting and Greeting,"Foreign women will not have trouble doing business in the 
              Netherlands."
Netherlands,Meeting and Greeting,"It is common and acceptable for businesswomen to invite a man 
              to dinner."
Netherlands,Meeting and Greeting,"Businesswomen will have no problem paying for a meal in a 
              restaurant."
Netherlands,Body Language,"The Dutch are reserved and don't touch in public or display 
              anger or extreme exuberance."
Netherlands,Body Language,"The Dutch value privacy and seldom speak to strangers. It is 
              more likely that they will wait for you to make the first move. 
              Don't be afraid to do so."
