,Country,Section,Detail,Unnamed: 0
8443,Taiwan,Meeting and Greeting,"People in Taiwan often state their ideas clearly and without 
              hesitation. However, they will generally not say a direct ""no."" 
              Instead, they may say, ""We'll try."" ""Yes"" may mean, ""I 
              understand.""",
8444,Taiwan,Meeting and Greeting,"Friendship is valued in business. Taiwanese businesspeople 
              will want to know you personally before they do business with you. 
              Show commitment, sincerity and respect for Taiwanese counterparts. 
              Visit often and invite business counterparts to the United States.",
8445,Taiwan,Meeting and Greeting,"Guan-xi (qwon-she) means connections/personal relationships. 
              Guan-xi is vital for business success in Taiwan. It is developed 
              over a long period of time and influences social, political and 
              commercial relationships.",
8446,Taiwan,Meeting and Greeting,"Lawyers are not part of negotiations. Conflicts are expected 
              to be settled by arbitrators and not in the courts.",
8447,Taiwan,Meeting and Greeting,The spoken word is the contract.,
8449,Taiwan,Meeting and Greeting,"Entertaining is required to be successful in business in 
              Taiwan and should never be regarded as a waste of time. Choosing 
              the right restaurant and entertaining well can greatly enhance 
              your chances of success.",
8450,Taiwan,Meeting and Greeting,"Dining in Taiwan can be elaborate and exhausting with as many 
              as twenty courses at a banquet. Business entertainment can last 
              late into the night. Reciprocate with a dinner of equivalent 
              value.",
8451,Taiwan,Meeting and Greeting,Be sure to arrive on time or early for a banquet.,
8452,Taiwan,Meeting and Greeting,"Do not discuss business at dinner unless your hosts bring it 
              up.",
8453,Taiwan,Meeting and Greeting,"Toasting is common. Toasts are often made before and during 
              meals.",
8454,Taiwan,Meeting and Greeting,"Toasting is done with wine or liquor. The host starts by 
              raising his/her glass with two hands, one hand supporting the 
              bottom of the glass.",
8455,Taiwan,Meeting and Greeting,"The glass should be drained after the toast. Turn your glass 
              upside down to show you have drunk the entire contents.",
8456,Taiwan,Meeting and Greeting,"If your Taiwan hosts drink a toast to you and pass you an 
              empty glass, it will be filled by one of the hosts. You are 
              expected to toast your hosts and drink the contents of the glass.",
8457,Taiwan,Meeting and Greeting,"Pace your drinking. The drinking and toasting can go on for 
              hours.",
8458,Taiwan,Meeting and Greeting,"The guest of honor samples any dish brought to the table 
              first. Be sure to taste the food immediately as everyone else will 
              wait for you before they eat.",
8459,Taiwan,Meeting and Greeting,"The hosts will place food on the guests' plates. Each person 
              helps him/herself to additional food by placing a small amount of 
              food from a variety of dishes in his/her individual rice bowl.",
8460,Taiwan,Meeting and Greeting,"Leave some rice in the bowl when you are finished. Always 
              leave a little food on your plate when finished.",
8461,Taiwan,Meeting and Greeting,"Place your chopsticks together on the table or on the 
              chopstick rest when you are finished.",
8462,Taiwan,Meeting and Greeting,"Don't be surprised if the Taiwanese spit bones on the table or 
              floor. This is considered more sanitary than removing them with 
              their fingers.",
8463,Taiwan,Meeting and Greeting,"Never place bones or seeds in your rice bowl. If a plate is 
              not provided for this purpose, place them on the table.",
8464,Taiwan,Meeting and Greeting,A belch may be considered a compliment at the end of a meal.,
8465,Taiwan,Meeting and Greeting,"Tea is served at the end of the meal. This signals the end of 
              the party. Leave even if your host, out of politeness, invites you 
              to stay longer.",
8466,Taiwan,Meeting and Greeting,"The host (person who invites) always pays the bill. It is 
              polite for the guest to offer to pay, but don't insist.",
8468,Taiwan,Meeting and Greeting,"Men should wear suits and ties. Men often remove jackets 
              during meetings.",
8469,Taiwan,Meeting and Greeting,"Women should wear conservative suits in blue or gray, dresses, 
              pantsuits, blouses and skirts.",
8471,Taiwan,Meeting and Greeting,"Gift giving is common in business. Suggested gifts: scotch, 
              ginseng, desk attire.",
8472,Taiwan,Meeting and Greeting,"Present and receive a gift with both hands. Gifts are not 
              opened in front of the giver.",
8473,Taiwan,Meeting and Greeting,"Recipients may refuse a gift to be polite. Politely persist 
              until the gift is accepted.",
8474,Taiwan,Meeting and Greeting,"Custom requires people to reciprocate with a gift of equal 
              value.",
8475,Taiwan,Meeting and Greeting,"Gifts should be wrapped with great care. The container of the 
              gift and its wrapping are as important as the gift itself.",
8477,Taiwan,Meeting and Greeting,Speaking even a few words of Chinese is greatly appreciated.,
8478,Taiwan,Meeting and Greeting,"Revere the elderly. Hold doors, rise when the elderly enter a 
              room, give the elderly your seat, etc.",
8479,Taiwan,Meeting and Greeting,"Refer to the People's Republic of China (PRC) as ""Mainland 
              China.""",
8481,Taiwan,Meeting and Greeting,"American women generally can do business easily in Taiwan, 
              though it may take time for some businessmen in Taiwan to accept 
              women in business roles.",
8482,Taiwan,Meeting and Greeting,"Most Taiwan businessmen will invite a businesswoman to dinner, 
              but normally not to after dinner entertainment.",
8651,Thailand,Meeting and Greeting,"When being introduced or greeting someone, men say 
              Sawatdee-krap and women say Sawatdee-kah.",
8652,Thailand,Meeting and Greeting,"Thais greet each other with a ""wai."" Foreigners are not 
              expected to initiate the wai gesture, but it is an insult not to 
              return the wai. If a wai is not offered to you, shake hands with 
              men and smile and nod to women. A Thai businessperson may shake 
              hands with a foreigner. Offer a wai only to a person of equal or 
              greater status. Subordinates should offer a wai first.",
8653,Thailand,Meeting and Greeting,"Wai (why) - a person places the palm of his or her hands 
              together, with their fingers extended at chest level close to 
              their body and bows slightly. The higher the hands are placed, the 
              more respect is shown. Subordinates might raise their fingers as 
              high as their nose. However, the tips of their fingers should 
              never be above eye level.",
8654,Thailand,Meeting and Greeting,"A wai can mean ""Hello,"" ""Thank you,"" ""I'm sorry,"" or 
              ""Goodbye."" A wai is not used to greet children, servants, street 
              vendors or laborers. Never return a wai to a child, waiter, clerk, 
              etc. Simply nod and smile in response.",
8655,Thailand,Meeting and Greeting,Monks do not return a wai.,
8656,Thailand,Meeting and Greeting,"Thais say ""Where are you going"" rather than ""Hello."" A polite 
              response is ""Just down the street.""",
8657,Thailand,Meeting and Greeting,"Introductions are common only in a formal situation. Introduce 
              yourself by your first name. Feel free to introduce yourself or 
              ask for someone's name. When introducing your business partner to 
              an important Thai, mention your partner's name first.",
8658,Thailand,Meeting and Greeting,"The inferior or lower-status person is always addressed first 
              in an introduction. Thus, a child is introduced before its 
              parents, a secretary is introduced before her boss.",
8660,Thailand,Meeting and Greeting,"Thais address one another by first names and titles and 
              reserve last names for very formal occasions and written 
              communications. Last names have been used in Thailand for only the 
              past fifty years and are difficult even for Thais to pronounce. 
              Two people with the same last name are almost certainly related.",
8661,Thailand,Meeting and Greeting,"Foreigners are often addressed by their given names because it 
              is easier for Thais; it does not imply familiarity. Thais will 
              probably call you Mr. Joe or Mrs. Mary.",
8662,Thailand,Meeting and Greeting,"Titles, rank and honor are very important. Introductions 
              require only the given name and title. Mr., Mrs., or Miss + family 
              name are appropriate for visitors to use in formal situations.",
8663,Thailand,Meeting and Greeting,"Thai given names are preceded by Khun (Mr. Mrs. or Miss), 
              unless they carry a higher degree, such as doctor. Khun is used 
              for men and women, married or single. If you don't know a person's 
              name, address them as Khun. Example: Anuwat (Given) + 
              Wattapongsiri (Family) is Khun Anuwat.",
8664,Thailand,Meeting and Greeting,"Correspondence: Use Dear + Khun + given name. Example: Dear 
              Khun Mary.",
8665,Thailand,Meeting and Greeting,Nicknames are common in Thailand,
8667,Thailand,Meeting and Greeting,"Thailand has a pro-business attitude. Business decisions are 
              slow. Decisions pass through many levels before being decided 
              upon. Planning is short-term. Top management is often family. Who 
              you know is important. Powerful connections are respected.",
8668,Thailand,Meeting and Greeting,"First meetings generally produce good humor, many smiles, 
              polite conversation and few results. The second meeting should 
              include a meal invitation. Meetings begin with small talk. 
              Discussing business before becoming acquainted is impolite. 
              Degrees, especially from prestigious universities, bring status. 
              Thais may list these on their business card. Thais respect 
              foreigners with powerful connections.",
8669,Thailand,Meeting and Greeting,"Negotiations may be lengthy. Process takes precedence over 
              content. Slow information flow may delay discussions and 
              decisions.",
8670,Thailand,Meeting and Greeting,"Thais prefer to work later in the evening rather than early in 
              the morning. Business is kept separate from work. Family comes 
              first before business.",
8671,Thailand,Meeting and Greeting,"Frankness is not appreciated. Be subtle in responding with a 
              negative reply.",
8673,Thailand,Meeting and Greeting,"Touching between people of the same sex is more common in 
              Thailand than in many other Asian countries. However, touching 
              someone of the opposite sex is taboo. Do not show affection in 
              public.",
8674,Thailand,Meeting and Greeting,"Never touch or pass anything over anyone's head. The head is 
              considered sacred in Thailand and must be respected.",
8675,Thailand,Meeting and Greeting,"Never point your feet at anyone or use your feet to move 
              anything or touch anyone. Feet are regarded as unclean and 
              symbolically (as well as physically) the lowest part of the body.",
8676,Thailand,Meeting and Greeting,"Do not put your hands in your pockets while talking to 
              someone. Never put your arm over the back of the chair in which 
              someone is sitting.",
8677,Thailand,Meeting and Greeting,"A smile is often used for many different emotions. It may be 
              an apology, a thank-you, a greeting, or to show embarrassment. Be 
              aware: A Thai's smiling assurance does not mean you will in fact 
              get what you want, when you want it. It simply reflects the Thai 
              appreciation of harmony and their ""never mind"" attitude.",
8678,Thailand,Meeting and Greeting,"Don't wave your hands about as you talk, giving Thais the 
              impression that you are angry. Never pass anything with your left 
              hand. Never point with your hand and never, never with one finger.",
8679,Thailand,Meeting and Greeting,"Do not cross your legs in the presence of the elderly or 
              monks.",
8680,Thailand,Meeting and Greeting,"To beckon someone, extend your arm with the palm of your hand 
              down and flutter your fingers up and down.",
8682,Thailand,Meeting and Greeting,"To attract a waiter, wave quietly with your palm down or say 
              ""Nong"" (brother or sister). Never snap your fingers or raise your 
              voice to attract a waiter.",
8683,Thailand,Meeting and Greeting,"Thai food is eaten with a fork and a tablespoon rather than 
              with chopsticks. The spoon is held in the right hand and the 
              bottom of the fork pushes the food into the spoon.",
8684,Thailand,Meeting and Greeting,"All Western hotels serve Western and continental cuisine for 
              all meals.",
8685,Thailand,Meeting and Greeting,"Never drink tap water unless it is boiled. Avoid eating salads 
              that haven't been washed in purified water. Always peel fruit 
              before eating.",
8686,Thailand,Meeting and Greeting,"Many Thai dishes are hot and spicy with herbs, lemon grass, 
              and coriander, but most are not especially aggressive. Food is 
              always sweet, sour, hot, salty or spicy never bland. Each region 
              has its own specialties.",
8687,Thailand,Meeting and Greeting,"Food may be transferred to your rice bowl, where it can be 
              mixed with rice. Rice is eaten with almost every meal.",
8688,Thailand,Meeting and Greeting,"Leave a small amount of food on your plate when you have 
              finished eating, to show you are full. Place your spoon and fork 
              on your plate at the 5:25 position to indicate you are finished 
              eating.",
8689,Thailand,Meeting and Greeting,"The host pays the bill. Never offer to split a bill in a 
              restaurant.",
8691,Thailand,Meeting and Greeting,"Thai society is divided into upper and lower classes. At 
              formal occasions, dress is expected to match one's social station. 
              Appearance is very important. Wealth is greatly admired. 
              High-status Thais often overdress, especially considering the hot 
              climate.",
8692,Thailand,Meeting and Greeting,"Western clothing is very common. Modest clothing is 
              recommended. General dress is informal but always neat and clean. 
              Clothing should be stylish and cool.",
8693,Thailand,Meeting and Greeting,"For Businessmen: Pants and shirts (white or colored) with or 
              without a tie. A light suit or jacket adds status. In the evening, 
              dark business suits or formal traditional Thai shirts are worn. 
              Senior executives wear light weight suits to work.",
8694,Thailand,Meeting and Greeting,"For Businesswomen: Conservative dresses or skirts and blouses 
              (not sleeveless). Simple blouses and calf-length loose pants and 
              long wrap-around or tube skirts are common.",
8696,Thailand,Meeting and Greeting,"Gift giving in Thailand is Westernized with less formality 
              than elsewhere in Asia.",
8697,Thailand,Meeting and Greeting,"Bring a small gift for anyone who works for you regularly. 
              Items such as books, special food items and pens are appropriate.",
8698,Thailand,Meeting and Greeting,"Give a gift with your right hand and receive a gift with your 
              right hand. You should also offer a wai.",
8699,Thailand,Meeting and Greeting,"Do not open a gift you've been given unless invited to do so. 
              Thais generally do not open a gift in front of the giver.",
8700,Thailand,Meeting and Greeting,"For the hostess give: Fruit, flowers, cakes, brandy/liquors, 
              candy.",
8701,Thailand,Meeting and Greeting,"In business, give Brandy, liquors, American crafts, books and 
              desk attire are appropriate gifts.",
8703,Thailand,Meeting and Greeting,"Show great respect for the royal family. They are highly 
              respected by most Thais. Stand in respect when the Thai national 
              anthem is played.",
8704,Thailand,Meeting and Greeting,"Step over the threshold, not on it, when going through a 
              doorway. Thais believe a spirit resides in the threshold.",
8705,Thailand,Meeting and Greeting,"Take off your shoes before entering a home, wat or building 
              which has a Buddha image within.",
8706,Thailand,Meeting and Greeting,"Use your right hand only for passing, eating, touching, etc.",
8707,Thailand,Meeting and Greeting,"Never touch the head of a Thai or pass an object over it; the 
              head is considered sacred in Thailand.",
8708,Thailand,Meeting and Greeting,"Do not speak in a loud voice. Do not show your temper. Never 
              criticize anyone publicly.",
8710,Thailand,Meeting and Greeting,"Men conduct most business. However, many traditional 
              sex-barriers are disappearing. More and more women are holding 
              executive positions in the workforce.",
8711,Thailand,Meeting and Greeting,"Ladies may not enter a bot, the restricted area of a wat 
              (temple). Never touch a monk, hand him anything or sit next to or 
              higher than him. When visiting a mosque, cover your body. Wear 
              slacks, a long skirt, a long sleeved blouse with a buttoned neck, 
              and a headscarf.",
8712,Thailand,Meeting and Greeting,"Traditional Thais believe a woman can lose face if a man 
              touches her in public.",
8935,Turkey,Meeting and Greeting,"Shake hands with everyone present--men, women and children--at 
              a business or social meeting. Shake hands with elders first. Shake 
              hands again when leaving.",
8936,Turkey,Meeting and Greeting,"It is common for Turkish men and women to cheek-kiss one 
              another when meeting and parting.",
8938,Turkey,Meeting and Greeting,"""Yes"" is a slight downward nod of the head. ""No"" is a slight 
              upward nod of the head while making a quick, sucking sound through 
              your two front teeth (like ""tsk"").",
8939,Turkey,Meeting and Greeting,"Turks generally have a small area of personal space and may 
              stand closer than most foreigners are used to.",
8940,Turkey,Meeting and Greeting,Never point the sole of your foot toward a person.,
8941,Turkey,Meeting and Greeting,"Turks, most of whom are devout Muslims, may avoid looking into 
              your eyes in a display of humble behavior.",
8942,Turkey,Meeting and Greeting,"Do not stand with your hands on your hips when talking to 
              others, especially older people or superiors, or put your hands in 
              your pockets.",
8943,Turkey,Meeting and Greeting,"In Turkey, putting your thumb between your first two fingers 
              is the equivalent to raising your middle finger in the United 
              States.",
8944,Turkey,Meeting and Greeting,The “O.K.” sign in Turkey means that someone is homosexual.,
8946,Turkey,Meeting and Greeting,"Turks take punctuality for business meetings very seriously 
              and expect that you will do likewise; call with an explanation if 
              you are delayed.",
8947,Turkey,Meeting and Greeting,"Consideration, politeness, respect and courtesy are very 
              important to the Turks. Shake hands with each person upon arriving 
              at an office. When visiting a factory, shake hands with all the 
              workers when you arrive and again when you leave.",
8948,Turkey,Meeting and Greeting,"Turks engage in small talk before they begin business 
              discussions.",
8949,Turkey,Meeting and Greeting,Decisions are made at the top.,
8951,Turkey,Meeting and Greeting,Be punctual for a dinner party. 7:00 p.m. means 7:00 p.m.,
8952,Turkey,Meeting and Greeting,"Business can be discussed at anytime during the meal, but you 
              must get a feel from your business counterpart.",
8953,Turkey,Meeting and Greeting,"Some Turks who are Muslim drink alcohol, but those Turks who 
              are strict Muslims never do.",
8954,Turkey,Meeting and Greeting,"Hosts will probably expect you to eat a great deal and may be 
              offended if you don't.",
8955,Turkey,Meeting and Greeting,"When finished eating, leave no food on your plate, and place 
              your knife and fork side by side on your plate.",
8956,Turkey,Meeting and Greeting,"""Dutch treat"" does not exist in Turkey. If you invite someone 
              to dine, you pay the bill.",
8958,Turkey,Meeting and Greeting,"For business, men should wear conservative suits or a sports 
              coat and tie. In very hot weather, men may go without a jacket, 
              but they still wear a tie.",
8959,Turkey,Meeting and Greeting,"Women should wear suits, dresses and heels. Avoid short 
              skirts, low-cut blouses or shorts.",
8961,Turkey,Meeting and Greeting,"Always bring the hostess a gift when invited to someone's 
              home. Do not bring a gift that is too lavish. Give: flowers (roses 
              or carnations), candy, chocolates, wine (if host drinks). Do not 
              give alcohol if you are not sure whether your host drinks.",
8962,Turkey,Meeting and Greeting,Don't expect your hostess to open a gift when presented.,
8963,Turkey,Meeting and Greeting,"Gifts may be exchanged in business. Give gifts made in America 
              that are not expensive, i.e. crystal, desk accessories, pens, 
              gifts with company logo. Do not give overly personal gifts.",
8965,Turkey,Meeting and Greeting,"Turks ask even casual acquaintances what Americans consider to 
              be very personal questions (age, salary, etc.). However, do not 
              ask such personal questions until a friendship has been 
              established.",
8967,Turkey,Meeting and Greeting,Foreign women are very welcome and accepted in Turkey.,
8968,Turkey,Meeting and Greeting,"In general, conservative attitudes toward women exist in 
              Turkey, but Turkish men tend to be very respectful.",
8969,Turkey,Meeting and Greeting,"It is acceptable for a foreign businesswoman to invite a 
              Turkish businessman to dinner, and it is easy for her to pay.",
9074,United Kingdom,Meeting and Greeting,"The British are reserved, which may cause them to appear cool 
              and indifferent or overly formal. In fact, they are very friendly 
              and helpful to foreigners.",
9076,United Kingdom,Meeting and Greeting,Handshakes are light -- not firm.,
9077,United Kingdom,Meeting and Greeting,Women should extend their hand to men first.,
9078,United Kingdom,Meeting and Greeting,"Use last names and appropriate titles until specifically 
              invited by your British hosts or colleagues to use their first 
              names.",
9080,United Kingdom,Meeting and Greeting,"The British are not back slappers or touchers and generally do 
              not display affection in public.",
9081,United Kingdom,Meeting and Greeting,"Hugging, kissing and touching is usually reserved for family 
              members and very close friends.",
9082,United Kingdom,Meeting and Greeting,"The British like a certain amount of personal space. Do not 
              stand too close to another person or put your arm around someone's 
              shoulder.",
9083,United Kingdom,Meeting and Greeting,Staring is considered rude.,
9085,United Kingdom,Meeting and Greeting,"In Great Britain, punctuality is important for business 
              meetings. Be on time.",
9086,United Kingdom,Meeting and Greeting,"Brits prefer a congenial business relationship, but tend to 
              get right down to business after a few moments of polite 
              conversation.",
9087,United Kingdom,Meeting and Greeting,"Business is best initiated through a well-connected third 
              party.",
9088,United Kingdom,Meeting and Greeting,"The Board of Directors is the source of power and the 
              principal decision making unit in a company. Formal approval of 
              the board is required for most decisions. Decisions may be slow in 
              the making.",
9089,United Kingdom,Meeting and Greeting,"Expect formalities and protocol to be observed in business, 
              especially in London.",
9090,United Kingdom,Meeting and Greeting,"Business organization traditionally is multi-layered with a 
              vertical chain of command. A network of committees, formal and 
              informal, exists in larger companies. Group consensus is preferred 
              to individual initiative.",
9091,United Kingdom,Meeting and Greeting,"In older companies, business still centers around the ""old boy 
              network"" with prep schools, universities and family ties being of 
              great importance. Newer companies are more progressive.",
9092,United Kingdom,Meeting and Greeting,Meetings should be scheduled well in advance.,
9093,United Kingdom,Meeting and Greeting,"Meetings generally have a concrete objective, such as: making 
              a decision, developing a plan or arriving at an agreement.",
9094,United Kingdom,Meeting and Greeting,Presentations should be detailed and subdued.,
9095,United Kingdom,Meeting and Greeting,"Scots are known for being skilled businesspersons, priding 
              themselves for being internationalists. They also are suspicious 
              of ""go-getters"" and respect success only when it is achieved over 
              time.",
9097,United Kingdom,Meeting and Greeting,Summon a waiter by raising your hand. Don't wave or shout.,
9098,United Kingdom,Meeting and Greeting,"Most business entertaining is done restaurants or pubs over 
              lunch. The host, the one who extends the invitation, pays the 
              bill.",
9099,United Kingdom,Meeting and Greeting,"A British business associate may invite you to watch cricket 
              or to the regatta. Both are prestigious events. Wear your tweed 
              sport coat or blue blazer.",
9100,United Kingdom,Meeting and Greeting,"An invitation to someone's home is more common in England than 
              in the rest of Europe.",
9101,United Kingdom,Meeting and Greeting,"Do not discuss business at dinner in someone's home unless the 
              host initiates the conversation.",
9102,United Kingdom,Meeting and Greeting,"In England, when invited to someone's home, arrive at least 
              10-20 minutes after the stated time. Never arrive early. In 
              Scotland and Wales, arrive on time.",
9103,United Kingdom,Meeting and Greeting,"A male guest of honor is seated at the head of the table or to 
              the right of the hostess. A female guest of honor is seated to the 
              right of the host.",
9104,United Kingdom,Meeting and Greeting,Wait for your host to begin eating before you eat.,
9105,United Kingdom,Meeting and Greeting,"Host or hostess always initiates first toast, which is usually 
              only given at a formal dinner.",
9106,United Kingdom,Meeting and Greeting,"At a formal dinner, do not smoke until after the toast to the 
              Queen or until otherwise indicated by the host.",
9107,United Kingdom,Meeting and Greeting,"Keep your hands on the table at all times during the meal -- 
              not in your lap. However, take care to keep your elbows off the 
              table.",
9109,United Kingdom,Meeting and Greeting,"You should leave a very small amount of food on your plate 
              when finished eating.",
9110,United Kingdom,Meeting and Greeting,The guest of honor should initiate leaving a party.,
9111,United Kingdom,Meeting and Greeting,"When the host folds his napkin, this signals that the meal is 
              over.",
9112,United Kingdom,Meeting and Greeting,Leave a dinner party shortly after dinner ends.,
9113,United Kingdom,Meeting and Greeting,Write a thank you note to the hostess.,
9115,United Kingdom,Meeting and Greeting,"Entertain anyone who has entertained you, but don't try to 
              impress British guests with an extravagant dinner. The Brits 
              prefer understatement.",
9117,United Kingdom,Meeting and Greeting,"People in the larger cities dress more formally, especially in 
              London.",
9118,United Kingdom,Meeting and Greeting,"Men and women wear wools and tweeds for casual occasions. 
              Slacks, sweaters and jackets are appropriate for men and women.",
9119,United Kingdom,Meeting and Greeting,Avoid striped ties that are copies of British regimentals.,
9120,United Kingdom,Meeting and Greeting,"Men's clothing often expresses affiliation rather than style. 
              Ties are important symbols. School, army, university or club ties 
              are worn.",
9122,United Kingdom,Meeting and Greeting,"Do not wear a blazer to work. A blazer is country or weekend 
              wear.",
9123,United Kingdom,Meeting and Greeting,"For formal events men may wear black ties, business suits, 
              morning coats or tails. Inquire which is required. Women generally 
              wear cocktail suits or dresses.",
9125,United Kingdom,Meeting and Greeting,Gifts are normally not exchanged in business settings.,
9126,United Kingdom,Meeting and Greeting,"When invited to someone's home, always bring a small gift for 
              the hostess. Give flowers, chocolates, wine, champagne or books. 
              Present the gift upon arrival.",
9127,United Kingdom,Meeting and Greeting,Gifts are opened upon receiving.,
9128,United Kingdom,Meeting and Greeting,"It is polite to send flowers in advance of a dinner party. Do 
              not send white lilies, which denote death.",
9130,United Kingdom,Meeting and Greeting,"Men should open doors for women and stand when a woman enters 
              a room.",
9131,United Kingdom,Meeting and Greeting,Always hold the door for a person following behind you.,
9132,United Kingdom,Meeting and Greeting,"Honor rank when entering a room. Allow higher rank to enter 
              first.",
9133,United Kingdom,Meeting and Greeting,"Don’t insult the royal family or show great interest in their 
              private lives.",
9134,United Kingdom,Meeting and Greeting,"Respect the British desire for privacy. Don’t ask personal 
              questions, such as where a person lives or what a person does for 
              a profession or job. Don’t talk about money.",
9135,United Kingdom,Meeting and Greeting,"Do not violate a queue. It is considered very rude to push 
              ahead in a line.",
9136,United Kingdom,Meeting and Greeting,"Do not shout or be loud in public places and don’t use 
              excessive, demonstrative hand gestures when speaking.",
9137,United Kingdom,Meeting and Greeting,Staring is considered impolite.,
9138,United Kingdom,Meeting and Greeting,"Do not be too casual, especially with the English language.",
9139,United Kingdom,Meeting and Greeting,"The English avoid speaking in superlatives. ""I am quite 
              pleased,"" means they are extremely happy.",
9140,United Kingdom,Meeting and Greeting,Never try to sound British or mimic their accent.,
9141,United Kingdom,Meeting and Greeting,"Humor is ever-present in English life. It is often 
              self-deprecating, ribbing, sarcastic, sexist or racist. Try not to 
              take offense.",
9142,United Kingdom,Meeting and Greeting,"In Scotland, kilts are worn by men at formal occasions (i.e., 
              black tie, weddings, etc.). Don’t make jokes about or ask a Scot 
              what he wears under his kilt.",
9143,United Kingdom,Meeting and Greeting,"In Northern Ireland, religion and politics have created 
              conflict in for many years. Avoid these discussing topics if 
              possible.",
9145,United Kingdom,Meeting and Greeting,"The 'Old Boy Network' is alive and well in the United Kingdom. 
              However, women are becoming more common in managerial positions in 
              the United Kingdom than in most EC countries, especially in 
              service industries and public sector jobs.",
9146,United Kingdom,Meeting and Greeting,"Foreign women will have little difficulty conducting business 
              in Great Britain.",
9147,United Kingdom,Meeting and Greeting,"Don't be insulted if someone calls you love, dearie, or 
              darling. These are commonly used and not considered rude.",
9148,United Kingdom,Meeting and Greeting,"It is acceptable, but may be misconstrued, for a foreign woman 
              to invite an English man to dinner. It is best to stick with 
              lunch.",
9149,United Kingdom,Meeting and Greeting,"If a woman would like to pay for a meal, she should state this 
              at the outset.",
9150,United Kingdom,Meeting and Greeting,"Crossing your legs at the ankles, not at the knees, is proper.",
9429,United States,Meeting and Greeting,"American greetings are generally quite informal. This is not 
              intended to show lack of respect, but rather a manifestation of 
              the American belief that everyone is equal.",
9430,United States,Meeting and Greeting,"Although it is expected in business situations, some Americans 
              do not shake hands at social events. Instead, they may greet you 
              with a casual ""Hello"" or ""How are you?"" or even just ""Hi."" In 
              larger groups, many may not greet you at all. In social 
              situations, Americans rarely shake hands upon leaving.",
9431,United States,Meeting and Greeting,"The only proper answers to the greetings ""How do you do?"" ""How 
              are you?"" or ""How are you doing?"" are ""Fine,"" ""Great,"" or ""Very 
              well, thank you."" This is not a request for information about your 
              well-being; it is simply a pleasantry.",
9432,United States,Meeting and Greeting,"""See you later"" is just an expression. People say this even if 
              they never plan to see you again.",
9433,United States,Meeting and Greeting,"When saying good-bye, Americans may say ""We'll have to get 
              together"" or ""Let's do lunch."" This is simply a friendly gesture. 
              Unless your American colleague specifies a time and date, don't 
              expect an invitation. If you want to have lunch, you should take 
              the initiative to schedule it.",
9434,United States,Meeting and Greeting,"Stand while being introduced. Only the elderly, the ill and 
              physically unable persons remain seated while greeting or being 
              introduced.",
9435,United States,Meeting and Greeting,"It is good to include some information about a person you are 
              introducing. Example: ""Susan Olson, I'd like you to meet John 
              Harmon. He designed the brochure we are using for this campaign.""",
9436,United States,Meeting and Greeting,"Use professional titles when you are introducing people to 
              each other. Example: ""Judge Susan Olson, meet Dr. John Harmon."" If 
              you are introducing yourself, do not use your professional title.",
9437,United States,Meeting and Greeting,"Handshakes are usually brief. Light handshakes are considered 
              distasteful. Use a firm grip.",
9438,United States,Meeting and Greeting,Eye contact is important when shaking someone’s hand.,
9440,United States,Meeting and Greeting,"Keep your distance when conversing. If an American feels you 
              are standing too close, he or she may step back without even 
              thinking about it.",
9441,United States,Meeting and Greeting,"People who like to touch really like touching, and people who 
              do not like to touch really dislike being touched. You will need 
              to watch your colleagues for clues on what they are comfortable 
              with.",
9442,United States,Meeting and Greeting,"Americans are generally uncomfortable with same-sex touching, 
              especially between males.",
9443,United States,Meeting and Greeting,"Holding the middle finger up by itself is considered insulting 
              and vulgar.",
9444,United States,Meeting and Greeting,"Americans smile a great deal, even at strangers. They like to 
              have their smiles returned.",
9445,United States,Meeting and Greeting,"Men and women will sit with legs crossed at the ankles or 
              knees, or one ankle crossed on the knee.",
9446,United States,Meeting and Greeting,"Some Americans are known as ""back slappers"" -- they give 
              others a light slap on the back to show friendship.",
9448,United States,Meeting and Greeting,"In a country that prides itself on its individualism, companies 
            are organized and structured with many different styles depending on 
            the industry, the company's history and its current leaders. In the 
            United States, business relationships are formed between companies 
            rather than between people. Americans do business where they get the 
            best deal and the best service. It is not important to develop a 
            personal relationship in order to establish a long and successful 
            business relationship.",
9449,United States,Meeting and Greeting,"Americans view the business card as a source of future 
              information and tend to exchange cards casually. There is no set 
              ritual for exchanging business cards.",
9450,United States,Meeting and Greeting,"Americans prefer directness in communication. When Americans 
              say ""yes"" or ""no,"" they mean precisely that. ""Maybe"" really does 
              mean ""it might happen""; it does not mean ""no.""",
9451,United States,Meeting and Greeting,"It is always proper to ask questions if you do not understand 
              something. Americans ask questions -- lots of them. They are not 
              ashamed to admit what they do know. Americans will assume you 
              understand something if you do not tell them otherwise.",
9452,United States,Meeting and Greeting,"Americans are often uncomfortable with silence. Silence is 
              avoided in social or business meetings.",
9453,United States,Meeting and Greeting,"It is rude to interrupt someone who is talking. Say, ""Excuse 
              me"" during a pause and wait to be recognized. Interruptions, 
              however, are common. Do not be surprised if someone finishes your 
              sentence if you hesitate when you are speaking.",
9454,United States,Meeting and Greeting,"Americans put a great deal of value on the written word. 
              American law almost always requires contracts to be written out. 
              Verbal contracts are rarely legally binding. Make sure you read 
              the fine print.",
9455,United States,Meeting and Greeting,"Do not enter into any contract without hiring a lawyer. No 
              savvy American businessperson would dream of signing a contract 
              before consulting a lawyer.",
